45;5;"Spanish";"carámbano / glaiçons"
46;5;"Spanish";"fundirse / fondre"
47;5;"Spanish";"resbalar / glisser (perdre l'equilibre)  "
48;5;"Spanish";"día / jour"
49;5;"Spanish";"lunes / lundi"
50;5;"Spanish";"martes / mardi"
51;5;"Spanish";"miércoles / mercredi"
52;5;"Spanish";"jueves / jeudi"
53;5;"Spanish";"viernes / vendredi"
54;5;"Spanish";"sábado / samedi"
55;5;"Spanish";"domingo / dimanche"
56;5;"Spanish";"semana / semaine"
57;5;"Spanish";"verano / été"
58;5;"Spanish";"otoño / automne"
59;5;"Spanish";"invierno / hiver"
60;5;"Spanish";"primavera / printemps"
61;5;"Spanish";"mes / mois"
62;5;"Spanish";"enero / janvier"
63;5;"Spanish";"febrero / février"
64;5;"Spanish";"marzo / mars"
65;5;"Spanish";"abril/avril"
66;5;"Spanish";"mayo / mai"
67;5;"Spanish";"junio / juin"
68;5;"Spanish";"julio / juillet"
69;5;"Spanish";"agosto / août"
70;5;"Spanish";"septiembre / septembre"
71;5;"Spanish";"octubre / octobre"
72;5;"Spanish";"noviembre / novembre"
73;5;"Spanish";"diciembre / décembre"
74;5;"Spanish";"año / année"
75;5;"Spanish";"año pasado (el) / l'année dernière"
76;5;"Spanish";"hogaño / cette année"
77;5;"Spanish";"próximo año (el) / l'annee prochaine"
78;5;"Spanish";"hoy / aujourd'hui"
79;5;"Spanish";"ayer / hier"
80;5;"Spanish";"antes de ayer / avant-hier"
81;5;"Spanish";"mañana / demain"
82;5;"Spanish";"pasado mañana / après-demain"
83;5;"Spanish";"pasado mañana al otro / après-après-demain"
84;5;"Spanish";"víspera / veille"
85;5;"Spanish";"dia siguiente / lendemain"
86;5;"Spanish";"anoche / hier soir"
87;5;"Spanish";"alba / aube"
88;5;"Spanish";"madrugada / grand matin"
89;5;"Spanish";"mañana / matinée"
90;5;"Spanish";"mediodía / midi"
91;5;"Spanish";"tarde / après-midi"
92;5;"Spanish";"atardecer / soir"
93;5;"Spanish";"noche / nuit"
94;5;"Spanish";"medianoche / minuit"
95;5;"Spanish";"fórmula de saludo (8 h.) / formule de salut (8 h.)"
96;5;"Spanish";"fórmula de saludo (12 h.) / formule de salut (12 h.)"
97;5;"Spanish";"fórmula de saludo (14 h.) / formule de salut (14 h.)"
98;5;"Spanish";"fórmula de saludo (16 h.) / formule de salut (16 h.)"
99;5;"Spanish";"fórmula de saludo (20 h.) / formule de salut (20 h.)"
100;5;"Spanish";"fórmula de saludo (22 h.) / formule de salut (22 h.)"
101;5;"Spanish";"pronto / tôt"
102;5;"Spanish";"tarde / tard"
103;5;"Spanish";"antiguamente / autrefois"
104;5;"Spanish";"ahora / maintenant"
105;5;"Spanish";"siempre / toujours"
106;5;"Spanish";"inmediatamente / tout de suite"
107;5;"Spanish";"todavía / encore"
108;5;"Spanish";"poco a poco / peu à peu"
109;5;"Spanish";"lentamente / lentement"
110;5;"Spanish";"darse prisa / dépêcher (se)"
111;5;"Spanish";"ocio / temps (avoir du)"
112;5;"Spanish";"entonces / alors"
113;5;"Spanish";"antes / avant"
114;5;"Spanish";"después / après"
115;5;"Spanish";"momento / moment"
116;5;"Spanish";"enseguida / tout à l'heure"
117;5;"Spanish";"rápido / vite"
118;5;"Spanish";"hora / heure (1')"
119;5;"Spanish";"año nuevo / jour de l'an"
120;5;"Spanish";"Candelaria / Chandeleur"
121;5;"Spanish";"carnaval / carnaval"
122;5;"Spanish";"Miércoles de ceniza / Mercredi des cendres"
123;5;"Spanish";"Cuaresma / Carême"
124;5;"Spanish";"domingo de Ramos / Rameaux"
125;5;"Spanish";"Pascua de Resurrección / Pâques"
126;5;"Spanish";"Corpus Christi / Fête-Dieu"
127;5;"Spanish";"Asunción de la Virgen / Assomption"
128;5;"Spanish";"Todos los Santos / Toussaint"
129;5;"Spanish";"Navidad / Noël"
130;5;"Spanish";"fiesta patronal / fête patronale"
131;5;"Spanish";"pendiente / pente"
132;5;"Spanish";"montaña / montagne"
133;5;"Spanish";"cresta / crête"
134;5;"Spanish";"sima / gouffre"
135;5;"Spanish";"ladera / versant"
136;5;"Spanish";"solana / adret"
137;5;"Spanish";"umbría / ubac"
138;5;"Spanish";"subir / monter"
139;5;"Spanish";"bajar / descendre"
140;5;"Spanish";"llanura / plaine"
141;5;"Spanish";"barranco / ravin"
142;5;"Spanish";"despeñarse / déraper"
143;5;"Spanish";"piedra / pierre"
144;5;"Spanish";"peña / rocher"
145;5;"Spanish";"tropezar / trébucher"
146;5;"Spanish";"río / rivière"
147;5;"Spanish";"arroyo / ruisseau"
148;5;"Spanish";"puente / pont"
149;5;"Spanish";"nadar / nager"
150;5;"Spanish";"ahogarse / noyer (se)"
151;5;"Spanish";"desbordar / déborder"
152;5;"Spanish";"inundación / inondation"
153;5;"Spanish";"agua clara / eau claire"
154;5;"Spanish";"agua turbia / eau trouble"
155;5;"Spanish";"ciénaga / marécage"
156;5;"Spanish";"tierra / terre"
157;5;"Spanish";"húmedo / humide"
158;5;"Spanish";"seco / sec"
159;5;"Spanish";"agujero / trou"
160;5;"Spanish";"arcilla / argile"
161;5;"Spanish";"cantera / carrière"
162;5;"Spanish";"pastiza1 / pacage"
163;5;"Spanish";"terreno comuna1 / terrains communaux"
164;5;"Spanish";"mojón / borne"
165;5;"Spanish";"cercas / clôture"
166;5;"Spanish";"a1ambre / fil de fer"
167;5;"Spanish";"herrumbre / rouille"
168;5;"Spanish";"camino / chemin"
169;5;"Spanish";"cuesta / raidillon"
170;5;"Spanish";"carretera / route"
171;5;"Spanish";"sendero / sentier"
172;5;"Spanish";"atajo / raccourci"
173;5;"Spanish";"bache / fondrières"
174;5;"Spanish";"camino carretil / chemin de char"
175;5;"Spanish";"revuelta del camino / toumant"
176;5;"Spanish";"bifurcación / bifurcation"
177;5;"Spanish";"cruce de caminos / carrefour"
178;5;"Spanish";"calle / rue"
179;5;"Spanish";"viaje / voyage"
180;5;"Spanish";"cerca / proche"
181;5;"Spanish";"lejos / loin"
182;5;"Spanish";"peón caminero / cantonnier"
183;5;"Spanish";"trabajos de vías públicas / services de voirie"
